eQkpaikka;tili;Kausi;period;eur
5532;64705;2020;10;277,56
5532;65320;2020;10;4347,72
5532;65325;2020;10;3892,33
5532;65335;2020;10;2924,07
5532;65405;2020;10;697,02
5532;65415;2020;10;1526,77
5532;65465;2020;10;5192,15
5532;65500;2020;10;1431
5532;65505;2020;10;1662,6
5532;65705;2020;10;2830,75
5532;6630;2020;10;29250
5532;67505;2020;10;58826,41
5532;69000;2020;10;20525,64
5532;8700;2020;10;0,03
5534;13820;2020;10;-407
5534;31023;2020;10;-125615,84
5534;31043;2020;10;-927,69
5534;31093;2020;10;-25236,12
5534;53310;2020;10;5541
5534;5377;2020;10;48,26
5534;54310;2020;10;1167,29
5534;54330;2020;10;110
5534;54410;2020;10;416,88
5534;54480;2020;10;1092
5534;54500;2020;10;47,72
5534;54640;2020;10;16,36
5534;54800;2020;10;313,89
5534;55320;2020;10;45,3
5534;56310;2020;10;66
5534;57500;2020;10;1807,57
5534;58000;2020;10;1734,04
5534;59000;2020;10;2045,94
5534;60000;2020;10;868,26
5534;6110;2020;10;-3259,75
5534;61100;2020;10;1118,47
5534;65320;2020;10;509,28
5534;65700;2020;10;273
5534;67500;2020;10;10940
5534;69000;2020;10;407
5535;31023;2020;10;-71794,66
5535;31093;2020;10;-878,88
5535;32080;2020;10;-1800,18
5535;32113;2020;10;-2785,61
5535;32123;2020;10;-0,09
5535;53310;2020;10;4098
5535;5377;2020;10;49,89
5535;54310;2020;10;405,08
5535;54410;2020;10;71,53
5535;54450;2020;10;269,76
5535;54470;2020;10;51,71
5535;54490;2020;10;65,51
5535;54910;2020;10;28,27
5535;55310;2020;10;420,74
5535;57000;2020;10;1968,63
5535;58000;2020;10;388,8
5535;59000;2020;10;4997,91
5535;60000;2020;10;751,4
5535;60800;2020;10;290
5535;6110;2020;10;-2064,56
5535;61100;2020;10;119,52
5535;6300;2020;10;-0,02
5535;65460;2020;10;2099,42
5535;65720;2020;10;1080
5535;8028;2020;10;-3,62
5535;8700;2020;10;1,19
5536;31023;2020;10;-40110,72
5536;53310;2020;10;936
5536;5377;2020;10;58,84
5536;53890;2020;10;30
5536;6110;2020;10;-812,44
5536;61100;2020;10;332,95
5537;13820;2020;10;26282,8
5537;31023;2020;10;-65345,89
5537;31093;2020;10;-41130,54
5537;32060;2020;10;-1644,76
5537;32190;2020;10;-5499,96
5537;34190;2020;10;-515,57
5537;39000;2020;10;400
5537;5376;2020;10;351
5537;5377;2020;10;65,53
5537;5378;2020;10;47,28
5537;53830;2020;10;7945,22
5537;54310;2020;10;541,98
5537;54410;2020;10;8132,25
5537;54450;2020;10;433,23
5537;54500;2020;10;408,94
5537;54530;2020;10;252,44
5537;54800;2020;10;1832,3
5537;54910;2020;10;20,16
5537;55310;2020;10;2708,6
5537;56310;2020;10;4174
5537;56320;2020;10;162
5537;56460;2020;10;124,84
5537;56800;2020;10;85,8
5537;57000;2020;10;2896,84
5537;58000;2020;10;1654,9
5537;59000;2020;10;3774,33
5537;60000;2020;10;144,94
5537;6110;2020;10;-1156,95
5537;61100;2020;10;433,9
5537;64600;2020;10;852,45
5537;65320;2020;10;110,37
5537;67500;2020;10;-272,8
5538;13820;2020;10;114628
5538;31023;2020;10;-66809,12
5538;31033;2020;10;-912,07
5538;31043;2020;10;-4194,22
5538;31093;2020;10;-17415,44
5538;34193;2020;10;-4672,78
5538;5376;2020;10;538,2
5538;5377;2020;10;72,68
5538;5378;2020;10;10
5538;54310;2020;10;4823
5538;54410;2020;10;764,77
5538;54450;2020;10;159,2
5538;54470;2020;10;144,19
5538;54500;2020;10;637
5538;54530;2020;10;266,3
5538;54640;2020;10;110,2
5538;54800;2020;10;407,02
5538;54910;2020;10;20,16
5538;57000;2020;10;2414,81
5538;58000;2020;10;1941,14
5538;59000;2020;10;8321,91
5538;60000;2020;10;982,93
5538;6110;2020;10;-2578,11
5538;61100;2020;10;1254,52
5538;64600;2020;10;1550,94
5538;65500;2020;10;343,6
5538;8700;2020;10;7,33
5539;31023;2020;10;-5089,45
5539;31033;2020;10;-35288,48
5539;31093;2020;10;-243,45
5539;32060;2020;10;-928,66
5539;34193;2020;10;-3068,77
5539;5377;2020;10;56,37
5539;54310;2020;10;1164,69
5539;54470;2020;10;64,77
5539;54640;2020;10;148,47
5539;56460;2020;10;22,56
5539;57000;2020;10;1359
5539;59000;2020;10;2396,18
5539;6110;2020;10;-875,97
5539;61100;2020;10;293,98
5539;6222;2020;10;560
5539;64640;2020;10;5940
5539;65320;2020;10;244,55
5539;65460;2020;10;1753,93
5539;8700;2020;10;3,11
5540;31023;2020;10;-110887,35
5540;31043;2020;10;-459
