eQkpaikka;tili;Kausi;period;eur
1144;64755;2020;10;2354,4
1144;65325;2020;10;478,33
1144;65335;2020;10;178,56
1144;65405;2020;10;507,33
1144;65415;2020;10;587,21
1144;65465;2020;10;952,9
1144;65505;2020;10;8130,29
1144;67505;2020;10;-9946,03
1145;31023;2020;10;-8730,09
1145;31323;2020;10;-3227,32
1145;5331;2020;10;1160,64
1145;5377;2020;10;60,38
1145;6110;2020;10;-84,04
1145;6211;2020;10;1613,66
1146;31023;2020;10;-20417,78
1146;32113;2020;10;62,3
1146;5377;2020;10;66,34
1146;6110;2020;10;-62,3
1147;31023;2020;10;-15559,19
1147;31323;2020;10;-0,01
1147;32113;2020;10;58,79
1147;5377;2020;10;75,09
1147;6110;2020;10;-58,79
1147;6211;2020;10;0,01
1148;31023;2020;10;-14198,83
1148;5377;2020;10;67,92
1148;6110;2020;10;-84,7
1149;31023;2020;10;-13806,87
1149;32193;2020;10;-153,41
1149;5377;2020;10;66,34
1149;6110;2020;10;-77,26
1150;13820;2020;10;3944104,7
1150;31023;2020;10;-72072,99
1150;32063;2020;10;-2072,28
1150;5377;2020;10;56,89
1150;5378;2020;10;203,16
1150;54310;2020;10;1256,13
1150;54410;2020;10;288
1150;54450;2020;10;422,13
1150;54470;2020;10;285,28
1150;54480;2020;10;277,73
1150;54490;2020;10;887,19
1150;54530;2020;10;12,9
1150;54640;2020;10;13,92
1150;57000;2020;10;1520,33
1150;57500;2020;10;1215,52
1150;58000;2020;10;1659,2
1150;59000;2020;10;3783,79
1150;60000;2020;10;410,28
1150;60005;2020;10;483,81
1150;6110;2020;10;-2477
1150;65320;2020;10;671,46
1150;65460;2020;10;1123,12
1150;65500;2020;10;708,74
1150;65700;2020;10;195
1150;8700;2020;10;3572,47
1151;31093;2020;10;-9401,94
1151;34193;2020;10;-52084,54
1151;5331;2020;10;3421,78
1151;5332;2020;10;483,6
1151;5377;2020;10;53,3
1151;5431;2020;10;1218,68
1151;5441;2020;10;2131,47
1151;5445;2020;10;673,32
1151;5447;2020;10;121,86
1151;5480;2020;10;18,72
1151;5631;2020;10;758,79
1151;5632;2020;10;57,49
1151;5680;2020;10;5,47
1151;5700;2020;10;1094,89
1151;5900;2020;10;1836,56
1151;6000;2020;10;541,37
1151;6110;2020;10;-333,42
1151;6532;2020;10;289,61
1152;31023;2020;10;-17596,26
1152;5377;2020;10;56,72
1152;6110;2020;10;-114,01
1154;31023;2020;10;-9002,26
1154;5331;2020;10;1160,64
1154;5377;2020;10;46,85
1154;6110;2020;10;-116,14
1154;80224;2020;10;-11,03
1155;31023;2020;10;-8920,53
1155;31093;2020;10;-1387,92
1155;5331;2020;10;1160,64
1155;5377;2020;10;45,42
1155;6110;2020;10;-91,27
1156;31023;2020;10;-90288,97
1156;31080;2020;10;-8331,46
1156;31093;2020;10;-14500
1156;32193;2020;10;-1045,95
1156;5331;2020;10;1082,52
1156;5377;2020;10;76,91
1156;5389;2020;10;15
1156;5441;2020;10;832,54
1156;6110;2020;10;-916,52
1156;62130;2020;10;250
1157;13820;2020;10;-6012,85
1157;31023;2020;10;-58187,46
1157;31033;2020;10;-23739,91
1157;31043;2020;10;-369,49
1157;31093;2020;10;-37775,19
1157;32190;2020;10;-228,5
1157;34193;2020;10;-27904,19
1157;53315;2020;10;4628,11
1157;5377;2020;10;70,7
1157;54305;2020;10;1516,75
1157;54315;2020;10;894,86
1157;54335;2020;10;1079,16
1157;54415;2020;10;779,31
1157;54455;2020;10;126,56
1157;54495;2020;10;66,88
1157;54645;2020;10;15,11
1157;54805;2020;10;567,73
1157;55315;2020;10;683,5
1157;56315;2020;10;402,18
1157;56465;2020;10;79,29
1157;57005;2020;10;2642,37
1157;58005;2020;10;1019,79
1157;59005;2020;10;5957,95
1157;60005;2020;10;944,25
1157;6110;2020;10;-174,82
1157;65325;2020;10;325,18
1157;65335;2020;10;18569,21
1157;65505;2020;10;1183,04
1157;65705;2020;10;238,02
1157;67505;2020;10;16820,17
1158;31023;2020;10;-36018,26
1158;31083;2020;10;-500,25
1158;32113;2020;10;-2560,5
1158;32123;2020;10;-415,63
1158;32193;2020;10;-834,75
1158;5331;2020;10;1160,64
1158;5377;2020;10;44,2
1158;5464;2020;10;357,75
1158;6110;2020;10;-2317,24
1158;6211;2020;10;22076,23
1158;6222;2020;10;225
1159;31023;2020;10;-8957
1159;32193;2020;10;-153,41
1159;5331;2020;10;1160,64
1159;5377;2020;10;45,38
1159;6110;2020;10;-61,46
1162;31023;2020;10;-13521,51
1162;31323;2020;10;-1476,77
1162;32193;2020;10;-156
1162;34193;2020;10;-300
1162;5331;2020;10;1160,64
1162;5377;2020;10;40,48
1162;5441;2020;10;78
1162;6110;2020;10;-93,2
1162;6211;2020;10;1476,77
1163;31023;2020;10;-13578,17
1163;5331;2020;10;1160,64
1163;5377;2020;10;43,84
1163;6110;2020;10;-142,3
1164;31023;2020;10;-20591,68
1164;32110;2020;10;-1543,25
1164;32120;2020;10;-9244,74
1164;32190;2020;10;-123,72
1164;53310;2020;10;936
1164;5377;2020;10;45,42
